word,word_length,by_word_count_guessed,by_word_count_missed,by_word_count_total,by_letter_count_guessed,by_letter_count_missed,by_letter_count_total
Andes's,7,5,0,5,5,0,5
Andorra,7,1,3,4,1,3,4
Andorra's,9,4,2,6,4,1,5
Andre,5,4,4,8,3,2,5
Andre's,7,6,0,6,6,0,6
Andrea,6,3,1,4,3,1,4
Andrea's,8,5,0,5,5,0,5
Andrei,6,6,1,7,6,1,7
Andrei's,8,8,0,8,8,0,8
Andres,6,5,0,5,5,0,5
Andres's,8,6,0,6,6,0,6
Andretti,8,4,1,5,3,1,4
Andretti's,10,7,0,7,6,0,6
Andrew,6,5,2,7,5,2,7
Andrew's,8,7,1,8,7,1,8
Andrews,7,4,1,5,4,1,5
Andrews's,9,5,0,5,5,0,5
Andrianampoinimerina,20,1,0,1,1,0,1
Andrianampoinimerina's,22,1,0,1,1,0,1
Android,7,3,2,5,3,2,5
Android's,9,4,1,5,4,1,5
Andromache,10,3,1,4,3,2,5
Andromache's,12,5,1,6,4,1,5
Andromeda,9,4,1,5,3,1,4
Andromeda's,11,6,0,6,4,0,4
Andropov,8,2,3,5,2,3,5
Andropov's,10,3,2,5,3,2,5
Andy,4,3,6,9,3,7,10
Andy's,6,5,2,7,5,2,7
Angara,6,4,2,6,4,2,6
Angara's,8,6,1,7,6,1,7
Angel,5,3,3,6,3,3,6
Angel's,7,5,1,6,5,1,6
Angela,6,3,1,4,3,1,4
Angela's,8,5,0,5,4,0,4
Angeles,7,4,0,4,3,2,5
Angeles's,9,4,0,4,3,1,4
Angelia,7,5,1,6,5,1,6
Angelia's,9,7,0,7,7,0,7
Angelica,8,7,2,9,7,2,9
Angelica's,10,9,0,9,9,0,9
Angelico,8,4,2,6,3,2,5
Angelico's,10,6,0,6,5,1,6
Angelina,8,4,1,5,4,1,5
Angelina's,10,6,0,6,5,0,5
Angeline,8,3,1,4,3,1,4
Angeline's,10,6,0,6,3,1,4
Angelique,9,4,2,6,4,2,6
Angelique's,11,5,0,5,5,1,6
Angelita,8,6,3,9,6,3,9
Angelita's,10,8,1,9,8,1,9
Angelo,6,2,3,5,2,3,5
Angelo's,8,5,1,6,4,2,6
Angelou,7,4,1,5,6,1,7
Angelou's,9,6,0,6,5,0,5
Angevin,7,4,2,6,3,2,5
Angevin's,9,5,1,6,4,2,6
Angie,5,4,2,6,4,3,7
Angie's,7,6,2,8,6,3,9
Angkor,6,5,3,8,5,3,8
Angkor's,8,7,1,8,7,1,8
Anglia,6,2,2,4,2,2,4
Anglia's,8,4,1,5,4,2,6
Anglican,8,4,2,6,3,2,5
Anglican's,10,4,1,5,4,1,5
Anglicanism,11,4,1,5,4,0,4
Anglicanism's,13,4,0,4,4,0,4
Anglicanisms,12,4,0,4,4,0,4
Anglicans,9,3,1,4,3,1,4
Anglicize,9,4,1,5,4,1,5
Anglo,5,3,3,6,3,3,6
Anglo's,7,5,1,6,5,2,7
Anglophile,10,5,1,6,4,1,5
Anglophile's,12,6,0,6,5,0,5
Angola,6,2,4,6,2,4,6
Angola's,8,4,3,7,4,3,7
Angolan,7,3,4,7,2,3,5
Angolan's,9,4,2,6,4,2,6
Angolans,8,2,3,5,2,3,5
Angora,6,3,3,6,3,3,6
Angora's,8,5,2,7,5,1,6
Angoras,7,4,2,6,4,1,5
Anguilla,8,2,2,4,2,2,4
Anguilla's,10,4,1,5,4,1,5
Angus,5,5,3,8,5,3,8
Angus's,7,6,1,7,6,1,7
Aniakchak,9,2,3,5,2,3,5
Aniakchak's,11,2,1,3,2,1,3
Anibal,6,5,2,7,5,2,7
Anibal's,8,7,1,8,7,1,8
Anita,5,3,4,7,3,5,8
Anita's,7,5,3,8,5,4,9
Ankara,6,3,3,6,3,3,6
Ankara's,8,5,2,7,5,2,7
Ann,3,2,5,7,2,5,7
Ann's,5,4,5,9,4,4,8
Anna,4,2,3,5,2,4,6
Anna's,6,4,4,8,4,4,8
Annabel,7,2,3,5,2,3,5
Annabel's,9,5,2,7,3,1,4
Annabelle,9,2,1,3,2,1,3
Annabelle's,11,4,0,4,3,1,4
Annam,5,2,2,4,3,3,6
Annam's,7,4,1,5,4,1,5
Annapolis,9,3,1,4,3,1,4
Annapolis's,11,4,0,4,4,0,4
Annapurna,9,1,3,4,1,3,4
Annapurna's,11,2,1,3,2,1,3
Anne,4,3,4,7,3,0,3
Anne's,6,5,2,7,5,0,5
Annette,7,3,1,4,3,0,3
Annette's,9,5,0,5,5,0,5
Annie,5,4,4,8,4,4,8
Annie's,7,5,4,9,5,4,9
Annmarie,8,3,1,4,3,2,5
Annmarie's,10,6,0,6,4,0,4
Anouilh,7,5,2,7,5,2,7
Anouilh's,9,5,1,6,5,1,6
Anselm,6,4,0,4,4,0,4
Anselm's,8,4,0,4,4,0,4
Anselmo,7,4,1,5,4,0,4
Anselmo's,9,4,0,4,4,0,4
Anshan,6,2,2,4,2,2,4
Anshan's,8,2,2,4,3,1,4
Antaeus,7,5,2,7,4,2,6
Antaeus's,9,4,1,5,4,1,5
Antananarivo,12,2,1,3,2,1,3
Antananarivo's,14,4,0,4,3,1,4
Antarctic,9,2,2,4,2,2,4
Antarctic's,11,3,1,4,3,1,4
Antarctica,10,3,2,5,3,2,5
Antarctica's,12,2,1,3,3,1,4
Antares,7,4,2,6,4,1,5
Antares's,9,4,1,5,4,1,5
Anthony,7,3,3,6,3,3,6
Anthony's,9,5,2,7,4,2,6
Anthropocene,12,1,2,3,1,2,3
Antichrist,10,3,0,3,3,0,3
Antichrist's,12,4,0,4,3,0,3
Antichrists,11,3,0,3,3,0,3
Antietam,8,4,2,6,2,1,3
Antietam's,10,4,1,5,3,0,3
Antigone,8,4,1,5,4,1,5
Antigone's,10,6,0,6,5,0,5
Antigua,7,3,2,5,3,2,5
Antigua's,9,5,1,6,3,2,5
Antilles,8,5,1,6,5,1,6
Antilles's,10,6,1,7,6,1,7
Antioch,7,3,2,5,3,2,5
Antioch's,9,4,1,5,4,1,5
Antipas,7,3,3,6,3,2,5
Antipas's,9,4,1,5,5,1,6
Antofagasta,11,3,0,3,3,0,3
Antofagasta's,13,2,1,3,2,1,3
Antoine,7,4,1,5,4,0,4
Antoine's,9,6,0,6,6,0,6
Antoinette,10,2,1,3,2,1,3
Antoinette's,12,3,0,3,3,0,3
Anton,5,4,4,8,4,4,8
Anton's,7,6,2,8,6,2,8
Antone,6,5,2,7,5,2,7
Antone's,8,7,2,9,7,3,10
Antonia,7,3,2,5,3,2,5
Antonia's,9,5,1,6,3,1,4
Antoninus,9,4,1,5,4,1,5
Antoninus's,11,3,0,3,3,0,3
Antonio,7,3,2,5,3,2,5
Antonio's,9,4,1,5,4,1,5
Antonius,8,6,2,8,5,2,7
Antonius's,10,5,0,5,3,1,4
Antony,6,3,4,7,3,4,7
Antony's,8,5,3,8,7,1,8
Antwan,6,2,2,4,2,2,4
Antwan's,8,4,1,5,4,1,5
Antwerp,7,3,2,5,4,1,5
Antwerp's,9,6,0,6,6,0,6
Anubis,6,3,3,6,3,3,6
Anubis's,8,5,1,6,4,1,5
Anzac,5,2,2,4,2,6,8
Anzac's,7,4,1,5,4,1,5
Apache,6,3,1,4,3,1,4
Apache's,8,4,2,6,4,3,7
Apaches,7,3,2,5,3,1,4
Apalachicola,12,3,2,5,3,2,5
Apalachicola's,14,3,2,5,3,1,4
Apatosaurus,11,2,2,4,2,2,4
Apennines,9,4,1,5,4,1,5
Apennines's,11,3,0,3,3,0,3
Aphrodite,9,6,1,7,5,1,6
Aphrodite's,11,8,0,8,5,0,5
Apia,4,3,2,5,3,1,4
Apia's,6,4,3,7,4,3,7
Apocrypha,9,1,3,4,1,3,4
Apocrypha's,11,2,2,4,2,2,4
Apollinaire,11,3,1,4,3,1,4
Apollinaire's,13,3,1,4,4,0,4
Apollo,6,3,3,6,3,3,6
Apollo's,8,5,1,6,4,1,5
Apollonian,10,3,2,5,3,2,5
Apollonian's,12,3,1,4,4,1,5
Apollos,7,3,2,5,3,1,4
Appalachia,10,2,2,4,2,3,5
Appalachia's,12,8,1,9,8,2,10
Appalachian,11,3,1,4,2,3,5
Appalachian's,13,3,2,5,3,2,5
Appalachians,12,7,2,9,7,3,10
Appalachians's,14,2,0,2,2,0,2
Appaloosa,9,2,2,4,2,2,4
Appaloosa's,11,3,2,5,2,2,4
Apple,5,4,1,5,4,1,5
Apple's,7,6,1,7,6,3,9
Appleseed,9,2,0,2,2,0,2
Appleseed's,11,2,0,2,2,0,2
Appleton,8,3,2,5,3,1,4
Appleton's,10,5,1,6,4,0,4
Appomattox,10,1,3,4,2,3,5
Appomattox's,12,3,1,4,3,2,5
Apr,3,3,2,5,3,4,7
Apr's,5,5,1,6,5,1,6
April,5,3,6,9,3,5,8
April's,7,5,3,8,5,4,9
Aprils,6,5,5,10,5,5,10
Apuleius,8,3,2,5,3,2,5
Apuleius's,10,5,0,5,4,0,4
Aquafresh,9,3,1,4,3,1,4
Aquafresh's,11,5,1,6,3,0,3
Aquarius,8,5,2,7,3,3,6
Aquarius's,10,4,0,4,3,1,4
Aquariuses,10,2,1,3,3,1,4
Aquila,6,3,3,6,2,5,7
Aquila's,8,5,2,7,4,4,8
Aquinas,7,3,2,5,3,1,4
Aquinas's,9,4,2,6,5,1,6
Aquino,6,5,3,8,5,3,8
Aquino's,8,7,1,8,7,1,8
Aquitaine,9,3,1,4,3,1,4
Aquitaine's,11,5,0,5,4,0,4
Ara,3,2,2,4,2,2,4
Ara's,5,4,3,7,4,3,7
Arab,4,3,0,3,3,1,4
Arab's,6,5,1,6,5,1,6
Arabia,6,3,4,7,3,4,7
Arabia's,8,5,3,8,5,3,8
Arabian,7,3,2,5,1,3,4
Arabian's,9,4,1,5,3,2,5
Arabians,8,3,2,5,2,3,5
Arabic,6,3,3,6,4,3,7
Arabic's,8,5,2,7,6,2,8
Arabs,5,2,3,5,2,3,5
Araby,5,2,2,4,2,2,4
Araby's,7,4,2,6,4,2,6
Araceli,7,3,2,5,3,2,5
Araceli's,9,4,1,5,5,1,6
Arafat,6,3,2,5,3,2,5
Arafat's,8,5,1,6,5,1,6
Araguaya,8,1,3,4,1,3,4
Araguaya's,10,2,1,3,2,1,3
Aral,4,2,1,3,2,2,4
Aral's,6,4,2,6,4,2,6
Aramaic,7,2,2,4,3,2,5
Aramaic's,9,5,1,6,5,1,6
Aramco,6,3,2,5,3,2,5
Aramco's,8,5,1,6,5,1,6
Arapaho,7,2,3,5,2,3,5
Arapaho's,9,2,2,4,4,2,6
Ararat,6,2,2,4,2,2,4
Ararat's,8,4,1,5,3,1,4
Araucanian,10,3,2,5,3,2,5
Araucanian's,12,2,1,3,3,1,4
Arawak,6,2,3,5,2,3,5
Arawak's,8,4,2,6,4,2,6
Arawakan,8,2,4,6,2,4,6
Arawakan's,10,4,2,6,4,2,6
Arbitron,8,4,2,6,3,2,5
Arbitron's,10,5,1,6,4,1,5
Arcadia,7,3,2,5,2,3,5
Arcadia's,9,4,2,6,3,2,5
Arcadian,8,4,2,6,4,2,6
Arcadian's,10,5,1,6,4,1,5
Archean,7,3,2,5,3,2,5
Archean's,9,5,0,5,5,1,6
Archibald,9,3,2,5,3,2,5
Archibald's,11,4,1,5,3,1,4
Archie,6,4,1,5,3,2,5
Archie's,8,5,1,6,6,1,7
Archimedes,10,4,0,4,4,0,4
Archimedes's,12,4,0,4,4,0,4
Arctic,6,3,2,5,3,2,5
Arctic's,8,6,2,8,4,2,6
Arcturus,8,3,3,6,3,3,6
Arcturus's,10,3,2,5,2,2,4
Arden,5,3,1,4,3,1,4
Arden's,7,5,1,6,6,1,7
Arequipa,8,4,2,6,4,3,7
Arequipa's,10,4,0,4,4,0,4
Ares,4,4,0,4,4,2,6
Ares's,6,4,2,6,4,2,6
Argentina,9,4,1,5,5,1,6
Argentina's,11,6,0,6,4,0,4
Argentine,9,4,1,5,4,1,5
Argentine's,11,6,0,6,4,0,4
Argentinian,11,2,1,3,3,1,4
Argentinian's,13,4,0,4,3,0,3
Argentinians,12,3,0,3,3,0,3
Argo,4,4,2,6,4,2,6
Argo's,6,6,1,7,6,1,7
Argonaut,8,2,3,5,2,4,6
Argonaut's,10,5,1,6,4,1,5
Argonne,7,4,2,6,4,1,5
Argonne's,9,6,1,7,6,1,7
Argos,5,4,2,6,4,2,6
Argos's,7,3,2,5,4,2,6
Argus,5,4,4,8,4,4,8
Argus's,7,5,2,7,5,2,7
Ariadne,7,3,1,4,3,0,3
Ariadne's,9,5,0,5,5,0,5
Arianism,8,2,2,4,2,2,4
Arianism's,10,3,0,3,2,1,3
Ariel,5,5,2,7,5,3,8
Ariel's,7,7,0,7,7,1,8
Aries,5,4,1,5,4,1,5
Aries's,7,5,1,6,5,1,6
Arieses,7,2,1,3,3,1,4
Ariosto,7,3,1,4,3,1,4
Ariosto's,9,4,0,4,3,0,3
Aristarchus,11,2,2,4,2,2,4
Aristarchus's,13,2,0,2,2,0,2
Aristides,9,3,0,3,3,0,3
Aristides's,11,2,0,2,2,0,2
Aristophanes,12,4,0,4,4,0,4
Aristophanes's,14,1,0,1,1,0,1
Aristotelian,12,6,0,6,3,0,3
Aristotelian's,14,4,0,4,3,0,3
Aristotle,9,3,0,3,3,0,3
Aristotle's,11,4,0,4,3,0,3
Arius,5,3,4,7,3,4,7
Arius's,7,4,2,6,3,2,5
Arizona,7,2,2,4,2,2,4
Arizona's,9,4,1,5,3,1,4
Arizonan,8,2,2,4,2,2,4
Arizonan's,10,4,2,6,3,2,5
Arizonans,9,4,1,5,3,1,4
Arizonian,9,2,2,4,2,2,4
Arizonian's,11,4,1,5,3,1,4
Arizonians,10,3,1,4,3,1,4
Arjuna,6,2,3,5,2,3,5
Arjuna's,8,4,2,6,4,1,5
Arkansan,8,2,1,3,2,1,3
Arkansan's,10,2,2,4,2,1,3
Arkansas,8,2,3,5,2,1,3
Arkansas's,10,3,1,4,2,1,3
Arkhangelsk,11,2,1,3,3,1,4
Arkhangelsk's,13,4,1,5,3,1,4
Arkwright,9,5,2,7,3,2,5
Arkwright's,11,3,2,5,3,2,5
Arlene,6,2,1,3,2,1,3
Arlene's,8,5,0,5,5,0,5
Arline,6,4,0,4,5,0,5
Arline's,8,7,0,7,5,3,8
Arlington,9,3,2,5,3,2,5
Arlington's,11,4,1,5,4,1,5
Armageddon,10,4,1,5,4,1,5
Armageddon's,12,6,0,6,3,0,3
Armageddons,11,5,1,6,3,0,3
Armagnac,8,2,3,5,2,3,5
Armagnac's,10,4,1,5,3,1,4
Armand,6,5,2,7,5,2,7
Armand's,8,7,2,9,7,2,9
Armando,7,2,3,5,1,5,6
Armando's,9,4,2,6,3,3,6
Armani,6,4,3,7,4,3,7
Armani's,8,6,3,9,6,3,9
Armenia,7,4,2,6,3,3,6
Armenia's,9,4,1,5,4,1,5
Armenian,8,5,1,6,5,1,6
Armenian's,10,7,0,7,4,1,5
Armenians,9,6,1,7,6,1,7
Arminius,8,3,2,5,3,2,5
Arminius's,10,4,0,4,4,1,5
Armonk,6,4,3,7,4,3,7
Armonk's,8,5,2,7,7,1,8
Armour,6,3,3,6,3,3,6
Armour's,8,5,2,7,5,2,7
Armstrong,9,2,2,4,2,2,4
Armstrong's,11,5,1,6,3,1,4
Arneb,5,2,4,6,2,4,6
Arneb's,7,5,1,6,6,1,7
Arnhem,6,4,2,6,4,2,6
Arnhem's,8,6,0,6,5,1,6
Arno,4,3,3,6,3,3,6
Arno's,6,5,2,7,5,2,7
Arnold,6,4,3,7,4,3,7
Arnold's,8,5,1,6,4,1,5
Arnulfo,7,2,3,5,2,3,5
Arnulfo's,9,5,2,7,4,2,6
Aron,4,4,2,6,4,2,6
Aron's,6,6,1,7,6,1,7
Arrhenius,9,3,1,4,4,1,5
Arrhenius's,11,4,1,5,5,0,5
Arron,5,4,2,6,4,2,6
Arron's,7,6,1,7,6,1,7
Art,3,3,2,5,3,4,7
Art's,5,5,1,6,5,1,6
Artaxerxes,10,3,1,4,3,1,4
Artaxerxes's,12,3,1,4,3,1,4
Artemis,7,4,1,5,4,2,6
Artemis's,9,3,0,3,3,0,3
Arthur,6,3,4,7,3,4,7
Arthur's,8,5,3,8,4,3,7
Arthurian,9,3,2,5,3,2,5
Arthurian's,11,4,1,5,3,1,4
Artie,5,3,5,8,3,5,8
Artie's,7,5,0,5,5,0,5
Arturo,6,2,3,5,2,3,5
Arturo's,8,3,2,5,3,2,5
Aruba,5,3,2,5,3,2,5
Aruba's,7,5,1,6,5,1,6
Aryan,5,3,4,7,2,4,6
Aryan's,7,4,3,7,4,3,7
Aryans,6,3,3,6,3,3,6
As,2,2,1,3,2,1,3
As's,4,3,0,3,3,1,4
Asama,5,2,0,2,2,0,2
Asama's,7,2,0,2,2,1,3
Ascella,7,3,0,3,3,0,3
Ascella's,9,4,0,4,3,0,3
Asgard,6,3,1,4,3,1,4
Asgard's,8,3,0,3,2,1,3
Ashanti,7,3,0,3,3,1,4
Ashanti's,9,3,0,3,3,0,3
Ashcroft,8,4,0,4,2,2,4
Ashcroft's,10,3,0,3,3,1,4
Ashe,4,4,0,4,3,4,7
Ashe's,6,4,0,4,4,0,4
Ashikaga,8,2,0,2,2,1,3
Ashikaga's,10,2,0,2,2,0,2
Ashkenazim,10,3,0,3,3,0,3
Ashkenazim's,12,4,0,4,4,0,4
Ashkhabad,9,2,0,2,2,0,2
Ashkhabad's,11,2,0,2,2,0,2
Ashlee,6,4,0,4,3,1,4
Ashlee's,8,4,0,4,3,0,3
Ashley,6,3,2,5,3,2,5
Ashley's,8,4,0,4,3,0,3
Ashmolean,9,2,0,2,2,0,2
Ashmolean's,11,3,0,3,3,0,3
Ashurbanipal,12,2,0,2,2,0,2
Ashurbanipal's,14,2,0,2,2,0,2
Asia,4,2,3,5,3,2,5
Asia's,6,4,1,5,4,1,5
Asiago,6,3,1,4,3,1,4
Asian,5,4,0,4,4,0,4
Asian's,7,5,0,5,5,1,6
Asians,6,3,2,5,3,2,5
Asiatic,7,3,0,3,3,1,4
Asiatic's,9,3,0,3,3,0,3
Asiatics,8,2,1,3,3,0,3
Asimov,6,3,1,4,3,1,4
Asimov's,8,4,1,5,3,1,4
Asmara,6,3,1,4,3,1,4
Asmara's,8,4,0,4,4,0,4
Asoka,5,2,0,2,2,0,2
Asoka's,7,2,1,3,2,2,4
Aspell,6,4,1,5,4,1,5
Aspell's,8,6,0,6,3,1,4
Aspen,5,5,0,5,5,0,5
Aspen's,7,5,0,5,5,0,5
Asperger,8,3,0,3,4,0,4
Asperger's,10,4,1,5,4,0,4
Aspidiske,9,1,0,1,1,0,1
Aspidiske's,11,1,0,1,1,0,1
Asquith,7,4,0,4,3,1,4
Asquith's,9,3,0,3,3,0,3
Assad,5,3,0,3,3,0,3
Assad's,7,4,0,4,4,1,5
Assam,5,3,1,4,3,1,4
Assam's,7,4,1,5,4,2,6
Assamese,8,2,0,2,2,0,2
Assamese's,10,3,0,3,2,0,2
Assisi,6,3,1,4,2,1,3
Assisi's,8,4,0,4,2,0,2
Assyria,7,2,0,2,2,1,3
Assyria's,9,6,0,6,6,0,6
Assyrian,8,2,0,2,2,0,2
Assyrian's,10,4,0,4,4,0,4
Assyrians,9,5,1,6,5,1,6
Astaire,7,3,0,3,3,1,4
Astaire's,9,3,0,3,3,0,3
Astana,6,2,2,4,2,2,4
Astana's,8,3,1,4,3,1,4
Astarte,7,3,0,3,3,1,4
Astarte's,9,3,0,3,3,0,3
Aston,5,5,1,6,5,1,6
Aston's,7,6,1,7,6,1,7
Astor,5,4,2,6,4,2,6
Astor's,7,5,2,7,5,2,7
Astoria,7,2,1,3,2,1,3
Astoria's,9,3,1,4,2,1,3
Astrakhan,9,2,0,2,2,0,2
Astrakhan's,11,2,0,2,2,0,2
AstroTurf,9,3,0,3,3,1,4
AstroTurf's,11,3,0,3,3,0,3
Asturias,8,2,1,3,2,0,2
Asturias's,10,1,0,1,1,0,1
Asunción,8,3,1,4,3,1,4
Asunción's,10,3,2,5,3,1,4
Aswan,5,3,1,4,3,1,4
Aswan's,7,4,1,5,4,2,6
Atacama,7,2,4,6,2,3,5
Atacama's,9,4,2,6,3,2,5
Atahualpa,9,1,3,4,1,3,4
Atahualpa's,11,2,1,3,2,1,3
Atalanta,8,1,3,4,1,3,4
Atalanta's,10,3,1,4,3,1,4
Atari,5,3,3,6,3,3,6
Atari's,7,5,2,7,5,2,7
Atatürk,7,2,4,6,2,3,5
Atatürk's,9,3,2,5,3,2,5
Athabasca,9,2,1,3,2,2,4
Athabasca's,11,2,2,4,2,1,3
Athabascan,10,2,2,4,2,2,4
Athabascan's,12,3,1,4,2,1,3
Athena,6,4,2,6,4,2,6
Athena's,8,6,1,7,4,1,5
Athenian,8,4,2,6,4,2,6
Athenian's,10,6,1,7,5,0,5
Athenians,9,5,2,7,5,2,7
Athens,6,4,5,9,4,5,9
Athens's,8,4,1,5,4,1,5
Atkins,6,4,3,7,4,3,7
Atkins's,8,6,2,8,6,2,8
Atkinson,8,2,1,3,2,1,3
Atkinson's,10,4,1,5,2,1,3
Atlanta,7,2,3,5,2,2,4
Atlanta's,9,5,1,6,3,1,4
Atlantes,8,5,1,6,5,1,6
Atlantic,8,3,2,5,3,2,5
Atlantic's,10,4,1,5,4,1,5
Atlantis,8,3,2,5,3,2,5
Atlantis's,10,3,0,3,3,1,4
Atlas,5,3,1,4,3,1,4
Atlas's,7,4,1,5,4,1,5
Atlases,7,4,2,6,3,2,5
Atman,5,4,2,6,2,4,6
Atman's,7,6,1,7,6,1,7
Atreus,6,4,1,5,4,1,5
Atreus's,8,5,0,5,5,0,5
Atria,5,3,2,5,3,2,5
Atria's,7,5,1,6,5,1,6
Atropos,7,5,2,7,5,1,6
Atropos's,9,4,2,6,2,3,5
Ats,3,3,2,5,3,2,5
Attic,5,3,5,8,3,3,6
Attic's,7,5,3,8,5,2,7
Attica,6,3,3,6,4,2,6
Attica's,8,5,2,7,6,2,8
Attila,6,3,4,7,3,3,6
Attila's,8,5,3,8,5,3,8
Attlee,6,3,1,4,4,0,4
Attlee's,8,5,0,5,4,1,5
Attucks,7,3,3,6,4,4,8
Attucks's,9,4,2,6,3,2,5
Atwood,6,3,3,6,3,3,6
Atwood's,8,3,1,4,3,1,4
Au,2,2,5,7,2,5,7
Au's,4,4,5,9,4,5,9
Aubrey,6,3,2,5,3,2,5
Aubrey's,8,5,1,6,5,1,6
Auckland,8,3,3,6,2,3,5
Auckland's,10,3,2,5,3,2,5
Auden,5,4,3,7,4,3,7
Auden's,7,5,4,9,5,4,9
Audi,4,2,4,6,2,4,6
Audi's,6,4,5,9,4,5,9
Audion,6,5,3,8,5,3,8
Audion's,8,7,3,10,7,3,10
Audra,5,2,3,5,2,3,5
Audra's,7,4,2,6,4,2,6
Audrey,6,4,2,6,4,2,6
Audrey's,8,6,1,7,6,1,7
Audubon,7,2,3,5,2,3,5
Audubon's,9,3,2,5,3,2,5
Aug,3,3,8,11,3,8,11
Aug's,5,5,6,11,5,6,11
Augean,6,3,1,4,3,1,4
Augean's,8,5,0,5,4,0,4
Augsburg,8,3,2,5,3,2,5
Augsburg's,10,4,1,5,3,2,5
August,6,3,3,6,3,3,6
August's,8,4,2,6,3,2,5
Augusta,7,2,1,3,2,1,3
Augusta's,9,2,2,4,3,0,3
Augustan,8,2,2,4,2,2,4
Augustan's,10,2,1,3,2,1,3
Augustine,9,5,0,5,4,0,4
Augustine's,11,6,1,7,5,1,6
Augusts,7,3,3,6,3,3,6
Augustus,8,3,2,5,3,2,5
Augustus's,10,4,1,5,3,0,3
Aurangzeb,9,3,2,5,3,2,5
Aurangzeb's,11,5,0,5,4,0,4
Aurelia,7,5,2,7,5,2,7
Aurelia's,9,6,1,7,6,1,7
Aurelio,7,4,1,5,3,2,5
Aurelio's,9,6,0,6,7,0,7
Aurelius,8,4,1,5,5,1,6
Aurelius's,10,5,0,5,3,0,3
Aureomycin,10,3,1,4,2,2,4
Aureomycin's,12,4,0,4,4,0,4
Auriga,6,3,3,6,3,4,7
Auriga's,8,5,2,7,4,2,6
Aurora,6,2,3,5,2,3,5
Aurora's,8,4,2,6,3,1,4
Auschwitz,9,4,2,6,4,2,6
Auschwitz's,11,4,1,5,4,1,5
Aussie,6,3,2,5,4,1,5
Aussie's,8,4,0,4,4,0,4
Aussies,7,5,0,5,5,0,5
Austen,6,5,2,7,5,2,7
Austen's,8,6,1,7,6,1,7
Austerlitz,10,3,1,4,3,1,4
Austerlitz's,12,3,0,3,3,0,3
Austin,6,6,1,7,6,1,7
Austin's,8,7,1,8,5,2,7
Austins,7,5,2,7,3,1,4
Australasia,11,2,0,2,2,0,2
Australasia's,13,2,0,2,2,0,2
Australia,9,3,1,4,3,1,4
Australia's,11,8,1,9,8,1,9
Australian,10,6,0,6,4,0,4
Australian's,12,4,0,4,4,0,4
Australians,11,7,2,9,7,2,9
Australoid,10,4,0,4,2,1,3
Australoid's,12,3,0,3,4,0,4
Australopithecus,16,2,0,2,2,0,2
Australopithecus's,18,1,0,1,1,0,1
Austria,7,3,0,3,3,1,4
Austria's,9,7,1,8,4,1,5
Austrian,8,4,1,5,4,1,5
Austrian's,10,4,1,5,3,1,4
Austrians,9,6,2,8,3,2,5
Austronesian,12,2,0,2,2,0,2
Austronesian's,14,2,0,2,2,0,2
Autumn,6,4,4,8,4,4,8
Autumn's,8,6,3,9,6,3,9
Ava,3,2,3,5,2,3,5
Ava's,5,3,4,7,3,4,7
Avalon,6,3,3,6,3,3,6
Avalon's,8,5,2,7,5,2,7
Aventine,8,3,2,5,3,2,5
Aventine's,10,5,1,6,4,1,5
Avernus,7,5,1,6,3,3,6
Avernus's,9,4,0,4,4,0,4
Averroes,8,4,0,4,4,0,4
Averroes's,10,4,1,5,4,0,4
Avery,5,3,2,5,3,2,5
Avery's,7,4,1,5,4,1,5
Avesta,6,3,1,4,3,0,3
Avesta's,8,4,1,5,3,0,3
Avicenna,8,2,2,4,3,1,4
Avicenna's,10,4,1,5,4,0,4
Avignon,7,3,2,5,3,2,5
Avignon's,9,4,1,5,4,1,5
Avila,5,3,4,7,2,6,8
Avila's,7,5,3,8,4,5,9
Avior,5,4,2,6,4,2,6
Avior's,7,6,1,7,6,1,7
Avis,4,4,2,6,4,2,6
Avis's,6,5,2,7,5,2,7
Avogadro,8,2,3,5,2,4,6
Avogadro's,10,2,2,4,2,2,4
Avon,4,4,3,7,4,3,7
Avon's,6,6,2,8,6,2,8
Axum,4,4,5,9,4,5,9
Axum's,6,6,3,9,6,3,9
Ayala,5,1,3,4,1,3,4
Ayala's,7,3,2,5,3,2,5
Ayers,5,5,1,6,5,1,6
Ayers's,7,6,0,6,6,0,6
Aymara,6,2,4,6,2,4,6
Aymara's,8,4,3,7,4,3,7
Ayrshire,8,4,0,4,4,0,4
Ayrshire's,10,6,0,6,5,0,5
Ayurveda,8,3,3,6,3,1,4
Ayurveda's,10,4,0,4,4,0,4
Ayyubid,7,3,3,6,3,3,6
Ayyubid's,9,4,2,6,4,2,6
Azana,5,2,4,6,2,4,6
Azana's,7,4,3,7,4,3,7
Azania,6,2,5,7,2,5,7
Azania's,8,4,4,8,4,4,8
Azazel,6,3,5,8,4,3,7
Azazel's,8,5,3,8,6,1,7
Azerbaijan,10,3,1,4,3,1,4
Azerbaijan's,12,4,0,4,4,0,4
Azerbaijani,11,1,1,2,2,1,3
Azerbaijani's,13,3,1,4,3,0,3
Azores,6,6,1,7,6,1,7
Azores's,8,5,1,6,5,1,6
Azov,4,3,3,6,3,3,6
Azov's,6,5,2,7,5,2,7
Aztec,5,2,5,7,2,5,7
Aztec's,7,4,3,7,4,3,7
Aztecan,7,3,1,4,3,1,4
Aztecan's,9,4,0,4,4,0,4
Aztecs,6,4,5,9,4,5,9
Aztlan,6,4,4,8,3,4,7
Aztlan's,8,6,3,9,5,3,8
